app_id,filename
406774648,"国际象棋 - 棋类游戏合集 2021年07月05日18点已下架 开发者_ Playfrog,Inc版本记录_2025-04-18.csv"
406775194,"国际跳棋 - 棋类游戏合集 2021年07月05日18点已下架 开发者_ Playfrog,Inc版本记录_2025-04-18.csv"
406777640,"西洋飞行棋 - 棋类游戏合集 2021年07月05日18点已下架 开发者_ Playfrog,Inc版本记录_2025-04-18.csv"
406889139,Coin Master 2020年12月31日04点已下架 开发者_ Moon Active版本记录_2025-04-18.csv
407413403,三国杀 官方正版，国风策略卡牌手游 开发者_ 杭州游卡网络技术有限公司版本记录_2025-04-18.csv
408188960,数独 ′ 2020年12月31日04点已下架 经典数独类数字谜题 开发者_ Mind The Fro版本记录_2025-04-18.csv
408841149,Fun Bridge 2020年12月31日04点已下架 学习和打桥牌！ 开发者_ GOTO Gam版本记录_2025-04-18.csv
408854559,"温泉物语 2020年12月31日04点已下架 开发者_ Kairosoft Co.,Ltd版本记录_2025-04-18.csv"
412192869,泡泡射手 2020年12月31日04点已下架 开发者_ Fapps World et Cie S.E版本记录_2025-04-18.csv
413498712,"Yatzy 2020年12月31日04点已下架 开发者_ KAU, Inc版本记录_2025-04-18.csv"
414022954,战矛在线（Warspear Online) 2020年12月31日04点已下架 MMORPG wit版本记录_2025-04-18.csv
414430333,Coin Pirates 2020年12月31日04点已下架 开发者_ vega corporati版本记录_2025-04-18.csv
414664715,混沌与秩序Online 2020年01月07日20点已下架 开放世界魔幻RPG多人对战游戏 开发者_版本记录_2025-04-18.csv
418044512,⋆数独游戏 2021年08月12日19点已下架 开发者_ Brainium Studios LLC版本记录_2025-04-18.csv
419424268,Sea Jurassic Craft 2020年12月31日04点已下架 Battle & Worl版本记录_2025-04-18.csv
420009108,"Temple Run 2018年11月02日05点已下架 开发者_ Imangi Studios, 版本记录_2025-04-18.csv"
421136193,Sudoku：益智逻辑游戏 2020年10月01日07点已下架 经典方格与拼图数独 开发者_ Kei版本记录_2025-04-18.csv
421167112,"My Horse 2020年12月31日04点已下架 开发者_ MunkyFun, Inc.版本记录_2025-04-18.csv"
421576027,扫雷Q 2020年12月31日04点已下架 熟悉经典益智游戏! 开发者_ Spica版本记录_2025-04-18.csv
421764869,Flick Kick Football Kickoff 2020年12月31日04点已下架 排名第一版本记录_2025-04-18.csv
421864154,Lords & Knights - Mobile Kings 2020年12月16日02点已下架 开版本记录_2025-04-18.csv
421992859,戏谷麻将HD 2020年12月31日05点已下架 开发者_ Hoshin GigaMedia Cen版本记录_2025-04-18.csv
422185019,Pool Break Lite - 3D台球和斯诺克 开发者_ Kinetic Bytes版本记录_2025-04-18.csv
423963189,井字灼热 2020年12月31日04点已下架 开发者_ mobivention GmbH版本记录_2025-04-18.csv
425115999,切手指 - Finger Slayer 2020年12月31日04点已下架 惊悚计时反应游戏 开发者版本记录_2025-04-18.csv
427157971,Doodle God™ Alchemy(涂鸦上帝) 2020年12月31日04点已下架 开发者_ J版本记录_2025-04-18.csv
427774127,Tap the Frog_ Doodle (轻按青蛙) 2020年12月31日04点已下架 一个应用版本记录_2025-04-18.csv
428832518,角色猜猜看！ 2020年12月31日04点已下架 与多人游戏 开发者_ JanduSoft S.L.版本记录_2025-04-18.csv
431512840,Summer Games 英雄 2020年12月31日04点已下架 开发者_ Tangram3D版本记录_2025-04-18.csv
431946152,Roblox 2020年04月24日14点已下架 开发者_ Roblox Corporation版本记录_2025-04-18.csv
432080204,"口袋学院物语2 2020年12月31日04点已下架 开发者_ Kairosoft Co.,Ltd版本记录_2025-04-18.csv"
432736774,会说话的卡尔车 2020年12月31日04点已下架 开发者_ 洁 任版本记录_2025-04-18.csv
432750508,Dice With Buddies_ Social Game 2019年04月18日09点已下架 开版本记录_2025-04-18.csv
433620759,垂钓之王 Free+ 2018年02月23日12点已下架 开发者_ Gameloft版本记录_2025-04-18.csv
434811130,波克斗地主-官方专业棋牌合集 感恩老玩家15周年相伴 开发者_ Boke Technology Co版本记录_2025-04-18.csv
435357526,的家庭拼图 - 最好的消遣 2020年12月31日04点已下架 有趣的脑智力游戏成人 开发者_ Un版本记录_2025-04-18.csv
436310102,爱死祖玛 2020年12月31日04点已下架 休闲益智三消游戏 开发者_ 驰国 马版本记录_2025-04-18.csv
439159270,德州扑克 神来也德州扑克(Texas Poker) 2020年07月08日11点已下架 台港澳No.版本记录_2025-04-18.csv
439873467,魔法拼图 - Magic Jigsaw Puzzles 2020年12月31日04点已下架 经典成年版本记录_2025-04-18.csv
440045374,DragonVale 2020年11月26日20点已下架 开发者_ Deca Live Operat版本记录_2025-04-18.csv
440650698,虚拟乒乓球 2020年12月31日04点已下架 唯一能在线对战的乒乓球 开发者_ SenseDevi版本记录_2025-04-18.csv
441444902,"Destiny 2 Companion 开发者_ Bungie, Inc.版本记录_2025-04-18.csv"
441906556,Baccarat 88 2017年02月24日08点已下架 开发者_ Code Redman Ltd版本记录_2025-04-18.csv
443491512,都市枭雄 2018年02月23日12点已下架 开发者_ Gameloft版本记录_2025-04-18.csv
443685364,"十三张 - 最好玩的 13支,13水,13道,大菠萝 2020年12月31日04点已下架 开发者_ 版本记录_2025-04-18.csv"
443871575,虚拟乒乓球 高清版 2020年12月31日04点已下架 唯一能在线对战的乒乓球 开发者_ Sense版本记录_2025-04-18.csv
444538941,250+ Solitaires 2017年04月12日02点已下架 开发者_ Alexei Anos版本记录_2025-04-18.csv
445204560,德州扑克 % 2019年09月30日21点已下架 开发者_ Guizhou Yingfantian 版本记录_2025-04-18.csv
445305390,德州扑克 by GeaxGame 2018年05月11日19点已下架 开发者_ Guizhou Yi版本记录_2025-04-18.csv
445791750,Phoenix HD 2020年12月31日04点已下架 开发者_ Firi Games版本记录_2025-04-18.csv
446324234,"活动中 腾讯欢乐斗地主 新增掼蛋,主播热玩的棋牌合集 开发者_ Shenzhen Tencent T版本记录_2025-04-18.csv"
446662495,龙尊娱乐场：百家乐，21点，德州扑克，老虎机 2024年06月02日22点已下架 与全球最棒娱乐场玩版本记录_2025-04-18.csv
446950616,Yatzy HD 开发者_ Florian Letz版本记录_2025-04-18.csv
447276082,jukebeat 2020年12月31日04点已下架 开发者_ KONAMI版本记录_2025-04-18.csv
447331712,六发左轮 2020年12月31日04点已下架 一决雌雄 开发者_ Gameloft版本记录_2025-04-18.csv
447763775,Virtual City Playground 2020年12月31日04点已下架 建筑大亨 开发者版本记录_2025-04-18.csv
448114302,麻雀 天極牌 2020年12月31日04点已下架 开发者_ NHN Fukuoka Corp.版本记录_2025-04-18.csv
448564325,神来也麻将多合1HD (大老二、麻雀) 2020年07月08日14点已下架 台港澳No.1麻将、麻雀版本记录_2025-04-18.csv
448859328,迷你农场(Tiny Farm) 2020年12月31日04点已下架 开发者_ Com2uS Corp版本记录_2025-04-18.csv
448925465,中国跳棋 Chinese Checkers HD 在线游戏大厅 开发者_ CronlyGames I版本记录_2025-04-18.csv
449735650,鳄鱼小顽皮爱洗澡 2020年12月31日04点已下架 开发者_ Disney版本记录_2025-04-18.csv
450155542,110+免费换装游戏女孩 2020年12月31日04点已下架 开发者_ Touchzing Medi版本记录_2025-04-18.csv
450542233,Cut the Rope_ Experiments (割绳子：实验版) 2020年12月31日04点版本记录_2025-04-18.csv
451658773,Lucky Slots_ Vegas Casino 2020年12月31日04点已下架 开发者_ G版本记录_2025-04-18.csv
453182296,Chinese Chess _ Co Tuong 2020年12月31日04点已下架 开发者_ Lo版本记录_2025-04-18.csv
453416240,No data found
454146397,Ludo Online Prime 2020年10月01日07点已下架 开发者_ Roksana F版本记录_2025-04-18.csv
455256615,别踩白块2 _ 钢琴白块2 2024年09月06日04点已下架 经典的别踩白块儿游戏～随钢琴节奏演奏版本记录_2025-04-18.csv
455650341,Real Steel 2020年12月31日04点已下架 开发者_ Reliance Big Ent版本记录_2025-04-18.csv
455696756,Puzzle Man Pro - 經典 拼圖益智 遊戲 2020年12月31日04点已下架 游戏 锻版本记录_2025-04-18.csv
455902495,神来也麻将多合1 (大老二、麻雀) 2020年07月08日13点已下架 台港澳No.1麻将、麻雀、扑版本记录_2025-04-18.csv
456532154,要塞围城 2020年12月31日04点已下架 开发者_ 悦 张版本记录_2025-04-18.csv
457446957,疯狂喷气机 - Jetpack Joyride 2020年10月12日07点已下架 街机式高空飞行动版本记录_2025-04-18.csv
457535034,FreeCell Solitaire Card Game. 2020年10月31日08点已下架 开发版本记录_2025-04-18.csv
458068537,101-in-1 Games ! 2020年12月31日04点已下架 开发者_ Nordcurren版本记录_2025-04-18.csv
459035295,最强十一人_足球经理巅峰对决 2020年09月14日23点已下架 从头开始建设你的俱乐部！ 开发者_版本记录_2025-04-18.csv
459189186,机械迷城 (Machinarium) 2021年04月22日14点已下架 机器人城市冒险 开发者_ 版本记录_2025-04-18.csv
459676633,Flick Kick Rugby Kickoff 排名第一的追加射门应用 开发者_ PikPok版本记录_2025-04-18.csv
459688716,開心水族箱 2016年03月30日09点已下架 开发者_ Happy Elements S.a.r.版本记录_2025-04-18.csv
460062770,俄勒冈之旅：美国开拓者 2018年02月23日12点已下架 开发者_ Gameloft版本记录_2025-04-18.csv
460712294,开心涂鸦 - 零基础画画 2020年12月31日04点已下架 霓虹荧光绘画 开发者_ 国燕 韩版本记录_2025-04-18.csv
461402734,Diamond Dash Match-3 色彩搭配益智游戏 2018年12月06日19点已下架 获奖版本记录_2025-04-18.csv
463419280,数独世界 - 脑力激荡！ 2020年12月31日04点已下架 Logic puzzles with 版本记录_2025-04-18.csv
463796823,大家来找茬 (新版) 2023年01月29日05点已下架 最具挑战的找茬游戏 开发者_ Lin Hu版本记录_2025-04-18.csv
464265111,麻雀 神来也13张麻雀 HD 2020年07月08日11点已下架 开发者_ Gamesofa Inc版本记录_2025-04-18.csv
465072566,Galaxy on Fire 2™ HD 2020年12月31日04点已下架 开发者_ Plaion版本记录_2025-04-18.csv
465816319,神来也扑克5合1-大老2、斗地主 2020年07月08日11点已下架 台港No.1在线扑克游戏 开发版本记录_2025-04-18.csv
465884560,十三支 神来也13支(Chinese Poker) 2020年07月08日11点已下架 开发者_ G版本记录_2025-04-18.csv
465890533,排七 神来也接龙(排7) 2020年07月08日11点已下架 开发者_ Gamesofa Inc.版本记录_2025-04-18.csv
466260931,Parking Mania Free 2018年07月17日04点已下架 开发者_ EA Chill版本记录_2025-04-18.csv
466284081,海上争霸 2020年12月31日04点已下架 开发者_ Untapped版本记录_2025-04-18.csv
466399294,奥赛罗 – 棋盘游戏 2020年12月31日04点已下架 离线和在线多人游戏 开发者_ LITE G版本记录_2025-04-18.csv
466714359,Slide Soccer – 多人在线足球游戏！ 2020年12月31日04点已下架 欧洲冠军杯版本版本记录_2025-04-18.csv
466965151,The Sims™ FreePlay 2016年03月30日08点已下架 开发者_ Electron版本记录_2025-04-18.csv
466966101,The Sims™ FreePlay 2018年02月23日03点已下架 开发者_ Electron版本记录_2025-04-18.csv
467052676,麻雀 神来也13张麻雀 2020年07月08日11点已下架 开发者_ Gamesofa Inc.版本记录_2025-04-18.csv
467452023,僵尸坞 - 枪火！动作！僵尸！ 2018年02月23日12点已下架 开发者_ Gameloft版本记录_2025-04-18.csv
467577200,冰川时代：村庄 2020年12月31日04点已下架 开发者_ Gameloft版本记录_2025-04-18.csv
467810884,鳄鱼小顽皮爱洗澡 精简版 2019年05月01日01点已下架 开发者_ Disney版本记录_2025-04-18.csv
469027061,开心水族箱 风靡全网的养鱼游戏 开发者_ Happy Elements Technology (Be版本记录_2025-04-18.csv
469369175,CSR赛车 2020年07月28日04点已下架 开发者_ NaturalMotion版本记录_2025-04-18.csv
469388937,No data found
470876937,Just Dice 2017年05月31日18点已下架 开发者_ Code Redman Ltd版本记录_2025-04-18.csv
471341991,Infinite Flight Simulator 2020年12月31日04点已下架 Flight版本记录_2025-04-18.csv
471601922,麻雀馆 - 跑马仔 2020年12月31日04点已下架 开发者_ Pigars Entertainm版本记录_2025-04-18.csv
471830240,德州扑克2025 - 龙尊娱乐 2025年全球最受欢迎的德州扑克锦标赛游戏 开发者_ GameSpr版本记录_2025-04-18.csv
472885640,JJ斗地主-专业棋牌合集 数亿玩家的口碑之选 开发者_ JJWorld(Beijing) Netwo版本记录_2025-04-18.csv
473679806,Cut the Rope_ Experiments ™ 2020年12月31日04点已下架 Swee版本记录_2025-04-18.csv
473681736,Cut the Rope_ Experiments HD™ (割绳子：实验版) 2018年11月19版本记录_2025-04-18.csv
474437657,井字棋 ！ 2020年12月31日04点已下架 开发者_ Sonya Marcarelli版本记录_2025-04-18.csv
474826688,武士大战僵尸 2020年12月31日04点已下架 开发者_ Glu Games LLC版本记录_2025-04-18.csv
476266112,泽诺尼亚4 2020年12月31日04点已下架 开发者_ Com2uS Holdings版本记录_2025-04-18.csv
476546099,Kingdoms of Camelot_ Battle 2017年05月29日15点已下架 开发者_版本记录_2025-04-18.csv
477469043,Sports Car Challenge 2016年03月30日07点已下架 开发者_ Volksw版本记录_2025-04-18.csv
477846014,Paper Toss Boss 2019年09月11日01点已下架 开发者_ Backflip St版本记录_2025-04-18.csv
477958927,纸牌接龙_ 原来的卡牌游戏 开发者_ Brilliant Labs版本记录_2025-04-18.csv
478364212,Logos Quiz 2020年12月31日04点已下架 徽标竞猜！ 开发者_ AticoD Ent版本记录_2025-04-18.csv
478829300,拼图和色彩 - 形状和颜色 - 海洋 游戏的孩子们 - 学习 儿童 绘画 3-4-5岁 开发者_ M版本记录_2025-04-18.csv
479280326,⋆接龙 2020年12月31日04点已下架 基本款经典纸牌游戏 开发者_ PlayStudios版本记录_2025-04-18.csv
479516143,Minecraft 2017年09月20日23点已下架 开发者_ Mojang版本记录_2025-04-18.csv
480095719,大富大贵角子机 2020年12月31日04点已下架 开发者_ Smash Atom Software版本记录_2025-04-18.csv
480511957,国际象棋 ++ 2019年02月21日04点已下架 开发者_ Fat Bird Games版本记录_2025-04-18.csv
480805652,TETRIS® 2017年03月31日02点已下架 开发者_ Electronic Arts版本记录_2025-04-18.csv
481595833,梦幻家庭_ 可爱 模拟 家族 2020年12月31日04点已下架 好玩 的 游戏 开发者_ Kooa版本记录_2025-04-18.csv
483064808,Happy Fish + 2016年03月30日08点已下架 开发者_ Eureka Creatio版本记录_2025-04-18.csv
483330461,活动中 英雄杀 腾讯首款杀类卡牌游戏 开发者_ Tencent Mobile Games版本记录_2025-04-18.csv
483517253,700 Solitaire Games Collection 2023年12月08日22点已下架 开版本记录_2025-04-18.csv
484411781,黄金矿工（经典） 2023年05月09日01点已下架 全球经典黄金矿工游戏 开发者_ LIN CHE版本记录_2025-04-18.csv
484542811,Parking Car 2020年12月05日20点已下架 开发者_ M&P Software版本记录_2025-04-18.csv
485078615,Word Streak With Friends_ Paid 2018年02月13日15点已下架 开版本记录_2025-04-18.csv
485084223,Word Streak With Friends 2018年02月13日15点已下架 开发者_ Zy版本记录_2025-04-18.csv
485246824,音乐世界 2021年10月10日12点已下架 开发者_ Rayark International L版本记录_2025-04-18.csv
485690959,直棋 – 桌游 2020年12月31日04点已下架 在线和脱机多人 开发者_ LITE Games 版本记录_2025-04-18.csv
485761300,Bingo Heaven_ Bingo Games Live 2020年12月31日04点已下架 开版本记录_2025-04-18.csv
486677257,山海伏妖录 (动作RPG) 2020年12月31日04点已下架 值得回味的单机仙侠ARPG 开发者_版本记录_2025-04-18.csv
486717857,Lep's World - 最佳经典平台游戏 2020年12月31日04点已下架 超级大冒险 - 采版本记录_2025-04-18.csv
487025819,⋆Spider Solitaire 2021年07月16日08点已下架 开发者_ Brainium 版本记录_2025-04-18.csv
487119327,Head Soccer 2020年12月31日04点已下架 开发者_ D&D Dream Corp.版本记录_2025-04-18.csv
487624620,VIP百家乐 – 豪华挤牌版 2019年04月04日21点已下架 让你体验指尖上的惊心与刺激！ 开发版本记录_2025-04-18.csv
488514298,Hong Kong Mahjong Club 开发者_ Recax Technology Limit版本记录_2025-04-18.csv
488628250,Draw Something Classic 2020年12月31日04点已下架 开发者_ OMGP版本记录_2025-04-18.csv
488628767,小羊羊 2020年12月31日04点已下架 模拟宠物农场 羊养成游戏 开发者_ Supafine L版本记录_2025-04-18.csv
489265199,Kingdom Rush HD 2020年12月31日04点已下架 开发者_ Ironhide S.版本记录_2025-04-18.csv
489479624,Hatchi - Retro Virtual Pet 2020年12月31日04点已下架 开发者_ 版本记录_2025-04-18.csv
489813385,Bike Baron Free 开发者_ Mountain Sheep版本记录_2025-04-18.csv
492240967,又在何方？ 2020年12月31日04点已下架 轻松学习地理 开发者_ Till Henrik Jo版本记录_2025-04-18.csv
493901993,节奏大师 经典升级焕新 开发者_ Tencent Mobile Games 变更记录版本记录_2025-04-18.csv
494254145,The Tribez_ Build a Village 2020年04月21日04点已下架 耕种土地版本记录_2025-04-18.csv
494473747,摘下闪闪满天星 Lucky Stars HD - PopStar! 开发者_ CronlyGames版本记录_2025-04-18.csv
494792913,艾诺迪亚4 PLUS Inotia 4 2020年12月31日04点已下架 开发者_ Com2uS 版本记录_2025-04-18.csv
494831382,Pony Trails 2020年12月31日04点已下架 开发者_ Black Market Ga版本记录_2025-04-18.csv
494856551,一笔画 2020年12月31日04点已下架 只需一次绘制所有内容 开发者_ Ecapyc Inc.版本记录_2025-04-18.csv
495637457,机场都市 Airport City — 模拟经营 2020年04月21日03点已下架 飞机大亨，建造版本记录_2025-04-18.csv
496386846,Air Wings® 2020年12月31日04点已下架 多功能单放机的飞行争斗! 开发者_ Pan版本记录_2025-04-18.csv
496499395,Guess The Person_ Premium 2020年12月31日04点已下架 开发者_ R版本记录_2025-04-18.csv
496556781,疯狂农场3：美国派 (Lite) 2020年12月31日04点已下架 种植农作物，收获和贸易 开发者版本记录_2025-04-18.csv
496748308,血之荣耀2-传奇 2020年12月31日04点已下架 开发者_ Glu Games LLC版本记录_2025-04-18.csv
496869796,Spanish checkers 2017年02月08日14点已下架 开发者_ Itchigoo版本记录_2025-04-18.csv
497595276,The Simpsons™_ Tapped Out 2016年03月30日09点已下架 开发者_ E版本记录_2025-04-18.csv
498375892,辛普森一家™_ Springfield 2018年02月22日13点已下架 开发者_ Electro版本记录_2025-04-18.csv
498913995,Hello Kitty 咖啡厅 2020年12月31日04点已下架 开发者_ Sanrio Digi版本记录_2025-04-18.csv
498973162,New Star Soccer 2020年12月31日04点已下架 开发者_ New Star Ga版本记录_2025-04-18.csv
500028364,"记忆匹配2 2020年12月31日04点已下架 开发者_ Lumate, LLC版本记录_2025-04-18.csv"
500099330,王者帝国 - 中世纪经典魔幻策略手游巨作 2020年12月31日04点已下架 开发者_ YoFun.版本记录_2025-04-18.csv
500101709,Smash Dude® 2020年12月31日04点已下架 趣味游戏，缓解精神压力！ 开发者_ Fi版本记录_2025-04-18.csv
500195713,Nonogram_ Falcross 2020年12月31日04点已下架 Picture cross版本记录_2025-04-18.csv
500962489,▻蜘蛛纸牌 2022年07月09日02点已下架 最佳游戏，经典游戏 _) 开发者_ PeopleFu版本记录_2025-04-18.csv
500963785,▻ 纸牌 2024年05月30日00点已下架 最佳游戏，经典游戏 _) 开发者_ PeopleFun版本记录_2025-04-18.csv
500964912,▻空当接龙 2024年06月15日11点已下架 最佳游戏，经典游戏 _) 开发者_ PeopleFu版本记录_2025-04-18.csv
500973644,Skateboard Party 2020年12月31日05点已下架 Extreme Skate B版本记录_2025-04-18.csv
501306812,麻将明星3缺1-麻将游戏大厅全集 2022年09月03日06点已下架 欢乐真人麻将手游 开发者_ I版本记录_2025-04-18.csv
502458878,的化妆游戏 -165+ 沙龙和打扮小游戏 2020年12月31日04点已下架 公主时尚改造 开发者_版本记录_2025-04-18.csv
502460113,四子连 2020年12月31日04点已下架 Connect 4 in a row to win 开发版本记录_2025-04-18.csv
503098561,小破孩·射雕 2021年03月20日19点已下架 单机劲爆的射击小游戏 开发者_ Pobaby版本记录_2025-04-18.csv
503132420,康思填方块 2020年12月31日04点已下架 彩色和黑白数图谜题 开发者_ Conceptis L版本记录_2025-04-18.csv
503190232,Bridge Constructor 2020年12月31日04点已下架 排名第1位的建桥游戏 开发版本记录_2025-04-18.csv
503809556,求合体 - 益智消除小游戏 属于你的怀念～ 开发者_ Faya Media版本记录_2025-04-18.csv
503853677,Toy Defense 一 TD 战略 2020年12月31日04点已下架 塔防战略游戏 开发者_ 版本记录_2025-04-18.csv
503869041,Robbery Bob™ 2020年12月31日04点已下架 开发者_ Deca Games EOO版本记录_2025-04-18.csv
504368649,⋆FreeCell 2022年02月04日18点已下架 Classic Solitaire Card版本记录_2025-04-18.csv
504785794,艾诺迪亚4 Inotia 4 2024年05月30日10点已下架 开发者_ Com2uS Corp.版本记录_2025-04-18.csv
505094067,锄大地 神来也锄大D 2020年07月08日11点已下架 开发者_ Gamesofa Inc.版本记录_2025-04-18.csv
505157905,Top Gear_ Stunt School Revolution 2016年03月30日06点已下版本记录_2025-04-18.csv
506515857,网球精英 3 - Hit Tennis 3 2020年12月31日04点已下架 开发者_ Focus版本记录_2025-04-18.csv
